id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0337,Colombia,43,F,Trujillo,La Libertad,2025-08-04,3,2266.0,Bus
V0338,USA,62,M,Trujillo,La Libertad,2025-05-29,2,1117.0,
V0339,Argentina,73,F,Trujillo,La Libertad,2024-06-10,3,1396.0,Tren
V0340,Chile,50,F,Paracas,Ica,2024-11-20,7,1665.0,Bus
V0341,Brasil,77,F,Lago Titicaca,Puno,2025-04-25,4,1846.0,
V0342,Argentina,23,M,Huaraz,Áncash,2025-03-22,5,1523.0,Bus
V0343,Brasil,51,M,Cusco Ciudad,Cusco,2025-01-17,4,1322.0,Avión
V0344,España,15,M,Arequipa,Arequipa,2024-08-05,4,1780.0,Avión
V0345,Argentina,37,F,Paracas,Ica,2024-08-24,2,2327.0,Tren
V0346,Perú,32,F,Cusco Ciudad,Cusco,2024-02-11,2,677.0,Bus
V0347,,63,F,Machu Picchu,Cusco,2025-02-01,10,762.0,Bus
V0348,Perú,16,M,Machu Picchu,Cusco,2025-01-03,3,753.0,
V0349,España,21,M,Huaraz,Áncash,2024-12-16,3,915.0,
V0350,Argentina,15,F,Huaraz,Áncash,2024-08-07,7,1503.0,Avión
V0351,Colombia,18,F,Huaraz,Áncash,2024-03-11,1,1179.0,
V0352,España,17,F,Arequipa,Arequipa,2024-10-24,5,1706.0,Auto
V0353,México,43,M,Lago Titicaca,Puno,2024-08-20,4,1230.0,Auto
V0354,México,50,F,Arequipa,Arequipa,2024-11-24,5,1448.0,Auto
V0355,México,30,M,Paracas,Ica,2025-04-13,2,1481.0,Desconocido
V0356,España,51,F,Lago Titicaca,Puno,2025-08-30,3,2109.0,Bus
V0357,Perú,75,M,Paracas,Ica,2024-05-08,2,852.0,
V0358,USA,65,M,Cusco Ciudad,Cusco,2025-03-20,3,1118.0,Tren
V0359,España,78,M,Huaraz,Áncash,2025-01-01,5,1140.0,Avión
V0360,USA,31,F,Lago Titicaca,Puno,2025-04-10,5,821.0,Auto
V0361,España,24,M,Paracas,Ica,2024-01-14,7,1138.0,Avión
V0362,Perú,43,M,Arequipa,Arequipa,2024-02-14,4,470.0,Auto
V0363,Perú,24,M,Lago Titicaca,Puno,2024-09-30,4,536.0,
V0364,Argentina,43,F,Huaraz,Áncash,2024-05-18,1,1355.0,Bus
V0365,Colombia,64,M,Lago Titicaca,Puno,2024-11-21,7,1756.0,Auto
V0366,,63,M,Trujillo,La Libertad,2025-09-09,2,25.0,Avión
V0367,España,79,M,Huaraz,Áncash,2025-04-01,4,1111.0,Bus
V0368,Brasil,55,F,Trujillo,La Libertad,2025-01-09,7,1754.0,Bus
V0369,España,15,F,Trujillo,La Libertad,2025-03-03,7,1626.0,Tren
V0370,USA,79,F,Cusco Ciudad,Cusco,2024-07-02,3,1691.0,Desconocido
V0371,México,57,M,Lago Titicaca,Puno,2025-06-26,1,1075.0,Desconocido
V0372,Colombia,23,M,Paracas,Ica,2025-01-01,7,2322.0,
V0373,Argentina,40,F,Trujillo,La Libertad,2024-07-23,2,1491.0,Avión
V0374,USA,24,F,Cusco Ciudad,Cusco,2024-04-14,3,1262.0,Bus
V0375,España,22,M,Machu Picchu,Cusco,2025-03-18,3,1331.0,
V0376,Perú,46,M,Machu Picchu,Cusco,2024-02-21,3,794.0,Desconocido
V0377,Argentina,46,M,Huaraz,Áncash,2024-05-22,5,552.0,Auto
V0378,Colombia,56,F,Huaraz,Áncash,2024-11-05,3,1238.0,Auto
V0379,Colombia,37,F,Lago Titicaca,Puno,2025-04-01,10,1284.0,Avión
V0380,Brasil,33,M,Arequipa,Arequipa,2024-03-15,2,894.0,Auto
V0381,Chile,34,M,Machu Picchu,Cusco,2024-06-04,1,2108.0,Bus
V0382,España,23,M,Cusco Ciudad,Cusco,2024-11-06,1,2040.0,
V0383,Colombia,32,M,Trujillo,La Libertad,2024-07-10,3,1175.0,
V0384,Brasil,18,M,Cusco Ciudad,Cusco,2025-08-07,7,1676.0,
V0385,Brasil,65,M,Paracas,Ica,2025-06-23,7,1497.0,Tren
V0386,Colombia,44,M,Cusco Ciudad,Cusco,2025-09-23,3,1763.0,
V0387,México,39,M,Arequipa,Arequipa,2024-06-28,3,1569.0,Desconocido
V0388,Chile,29,M,Lago Titicaca,Puno,2024-05-10,3,535.0,Avión
V0389,Brasil,76,F,Cusco Ciudad,Cusco,2024-02-26,2,1212.0,Auto
V0390,Colombia,33,F,Arequipa,Arequipa,2025-05-26,1,1189.0,
V0391,Argentina,32,M,Lago Titicaca,Puno,2024-06-04,2,1533.0,
V0392,Argentina,25,F,Huaraz,Áncash,2024-04-16,2,1236.0,
V0393,Perú,29,M,Huaraz,Áncash,2024-03-22,5,964.0,Desconocido
V0394,México,46,F,Huaraz,Áncash,2024-03-19,10,1231.0,NA
V0395,Brasil,15,M,Huaraz,Áncash,2025-01-28,4,1408.0,Avión
V0396,Colombia,17,F,Trujillo,La Libertad,2024-09-30,2,1844.0,Auto
V0397,Colombia,62,M,Cusco Ciudad,Cusco,2025-07-22,4,1377.0,Desconocido
V0398,Colombia,16,F,Cusco Ciudad,Cusco,2025-07-30,1,1820.0,Desconocido
V0399,Perú,77,F,Cusco Ciudad,Cusco,2025-04-10,10,969.0,Desconocido
V0400,México,44,F,Lago Titicaca,Puno,2024-08-19,3,1274.0,Bus
V0401,México,35,F,Paracas,Ica,2025-09-19,2,1588.0,Avión
V0402,Colombia,65,M,Paracas,Ica,2024-01-16,4,2197.0,Tren
V0403,Colombia,34,F,Lago Titicaca,Puno,2025-08-29,1,1342.0,Auto
V0404,Chile,73,F,Lago Titicaca,Puno,2024-12-24,3,873.0,Avión
V0405,Chile,73,M,Cusco Ciudad,Cusco,2024-11-17,7,1552.0,NA
V0406,Brasil,63,M,Trujillo,La Libertad,2025-03-31,7,1035.0,
V0407,Argentina,54,M,Trujillo,La Libertad,2024-12-25,4,735.0,Auto
V0408,España,21,M,Arequipa,Arequipa,2024-06-14,3,2093.0,Desconocido
V0409,USA,43,F,Trujillo,La Libertad,2024-09-07,10,1620.0,Desconocido
V0410,Perú,66,M,Arequipa,Arequipa,2024-07-24,7,897.0,Tren
V0411,México,41,F,Machu Picchu,Cusco,2024-11-09,1,2146.0,Tren
V0412,Brasil,73,M,Machu Picchu,Cusco,2024-11-17,4,1376.0,
V0413,Colombia,22,F,Machu Picchu,Cusco,2024-04-06,3,1844.0,Tren
V0414,España,66,M,Cusco Ciudad,Cusco,2024-01-04,1,1323.0,
V0415,Argentina,33,M,Arequipa,Arequipa,2025-08-13,4,1464.0,Desconocido
V0416,España,20,M,Arequipa,Arequipa,2025-07-02,3,1371.0,Tren
V0417,Perú,77,F,Paracas,Ica,2025-07-08,2,1009.0,Tren
V0418,Perú,28,F,Machu Picchu,Cusco,2024-07-23,4,356.0,Desconocido
V0419,España,76,F,Trujillo,La Libertad,2024-09-17,4,1474.0,Tren
V0420,USA,21,F,Arequipa,Arequipa,2024-07-07,2,1967.0,Avión
V0421,España,45,M,Machu Picchu,Cusco,2024-10-30,2,1091.0,Tren
V0422,Colombia,45,F,Arequipa,Arequipa,2025-07-10,2,1717.0,Tren
V0423,Colombia,66,F,Cusco Ciudad,Cusco,2024-04-26,4,1447.0,Bus
V0424,México,28,F,Trujillo,La Libertad,2024-02-08,4,1932.0,Tren
V0425,Argentina,57,F,Paracas,Ica,2025-08-27,1,1876.0,Auto
V0426,Chile,21,F,Arequipa,Arequipa,2024-12-11,3,2018.0,Avión
V0427,USA,16,F,Huaraz,Áncash,2025-02-01,1,2123.0,Bus
V0428,México,31,M,Lago Titicaca,Puno,2024-02-03,1,1507.0,Desconocido
V0429,España,74,M,Lago Titicaca,Puno,2025-07-12,10,1133.0,Auto
V0430,Brasil,23,F,Trujillo,La Libertad,2025-09-22,5,1867.0,Bus
V0431,Brasil,26,M,Machu Picchu,Cusco,2024-11-07,3,1019.0,Desconocido
V0432,,26,M,Lago Titicaca,Puno,2025-06-27,2,1051.0,Auto
V0433,Brasil,47,F,Arequipa,Arequipa,2025-01-23,7,1723.0,Desconocido
V0434,Colombia,78,M,Arequipa,Arequipa,2024-08-08,3,468.0,Auto
V0435,Colombia,49,M,Trujillo,La Libertad,2025-08-17,5,1296.0,Desconocido
V0436,Chile,49,M,Paracas,Ica,2025-01-09,1,1144.0,Avión
V0437,Perú,63,M,Paracas,Ica,2024-10-15,3,816.0,
V0438,Perú,47,F,Lago Titicaca,Puno,2024-03-06,1,604.0,Avión
V0439,USA,50,F,Machu Picchu,Cusco,2024-09-15,3,1851.0,Tren
V0440,USA,60,M,Lago Titicaca,Puno,2024-09-09,2,950.0,Tren
V0441,Argentina,62,F,Trujillo,La Libertad,2024-11-30,3,1266.0,Bus
V0442,Brasil,65,M,Paracas,Ica,2024-04-11,2,2052.0,
V0443,USA,53,M,Paracas,Ica,2025-03-13,3,1049.0,Bus
V0444,,27,M,Lago Titicaca,Puno,2024-09-06,7,2082.0,
V0445,Argentina,72,F,Trujillo,La Libertad,2025-01-29,1,1304.0,Desconocido
V0446,Colombia,52,F,Paracas,Ica,2024-01-19,1,1306.0,Tren
V0447,Brasil,40,F,Cusco Ciudad,Cusco,2024-10-14,1,1157.0,Desconocido
V0448,México,50,F,Lago Titicaca,Puno,2025-04-15,3,1750.0,Avión
V0449,Chile,48,M,Machu Picchu,Cusco,2025-09-19,3,1363.0,Bus
V0450,Chile,62,F,Huaraz,Áncash,2025-04-27,5,851.0,Tren
V0451,Argentina,79,M,Paracas,Ica,2025-09-05,1,1789.0,Auto
V0452,Colombia,45,F,Lago Titicaca,Puno,2024-04-20,3,2007.0,Desconocido
V0453,Brasil,47,M,Trujillo,La Libertad,2025-05-17,3,1467.0,Desconocido
V0454,España,77,M,Huaraz,Áncash,2024-03-29,4,1643.0,Auto
V0455,México,23,M,Huaraz,Áncash,2025-01-11,2,1985.0,Tren
V0456,México,72,F,Lago Titicaca,Puno,2024-07-21,3,1247.0,Desconocido
V0457,Chile,23,M,Cusco Ciudad,Cusco,2025-02-09,2,1004.0,Desconocido
V0458,Colombia,70,F,Trujillo,La Libertad,2024-12-13,4,2099.0,Auto
V0459,México,26,F,Cusco Ciudad,Cusco,2024-03-23,4,1129.0,Desconocido
V0460,Chile,26,M,Paracas,Ica,2025-07-20,1,1910.0,Avión
V0461,Brasil,65,M,Huaraz,Áncash,2024-05-08,3,1613.0,Bus
V0462,Argentina,72,M,Huaraz,Áncash,2024-10-21,1,1149.0,Bus
V0463,Brasil,40,M,Lago Titicaca,Puno,2025-02-20,1,1328.0,Avión
V0464,España,60,F,Paracas,Ica,2025-07-07,2,1746.0,NA
V0465,Chile,22,F,Trujillo,La Libertad,2024-07-18,2,1513.0,
V0466,España,33,F,Cusco Ciudad,Cusco,2024-05-01,5,1009.0,
V0467,México,22,M,Paracas,Ica,2025-06-15,3,1418.0,Desconocido
V0468,Perú,43,M,Lago Titicaca,Puno,2024-12-23,2,1149.0,Bus
V0469,España,64,F,Arequipa,Arequipa,2024-12-22,3,1307.0,
V0470,Perú,60,F,Paracas,Ica,2024-12-26,7,362.0,Auto
V0471,México,48,F,Machu Picchu,Cusco,2025-05-27,1,1572.0,Tren
V0472,,22,M,Huaraz,Áncash,2024-02-21,2,1889.0,Tren
V0473,España,26,M,Huaraz,Áncash,2025-07-05,2,1537.0,Avión
V0474,USA,26,M,Machu Picchu,Cusco,2025-03-16,2,1184.0,Tren
V0475,Argentina,43,M,Huaraz,Áncash,2025-04-12,1,1357.0,Bus
V0476,USA,44,F,Lago Titicaca,Puno,2024-11-17,1,1467.0,Tren
V0477,Colombia,58,M,Trujillo,La Libertad,2024-08-24,7,1480.0,Tren
V0478,Brasil,42,M,Machu Picchu,Cusco,2024-08-03,1,1403.0,Avión
V0479,México,49,M,Paracas,Ica,2025-08-17,5,1503.0,Bus
V0480,Chile,19,M,Cusco Ciudad,Cusco,2024-10-14,3,909.0,NA
V0481,México,59,F,Cusco Ciudad,Cusco,2025-06-08,7,1434.0,Auto
V0482,España,44,M,Trujillo,La Libertad,2025-06-10,3,822.0,Auto
V0483,USA,64,F,Trujillo,La Libertad,2025-02-12,3,1330.0,Avión
V0484,Colombia,42,F,Lago Titicaca,Puno,2024-10-09,5,1272.0,Auto
V0485,USA,47,F,Cusco Ciudad,Cusco,2025-06-01,2,1538.0,NA
V0486,Perú,68,M,Huaraz,Áncash,2024-09-18,1,529.0,Desconocido
V0487,Argentina,23,F,Machu Picchu,Cusco,2024-07-05,4,1526.0,
V0488,Perú,73,F,Machu Picchu,Cusco,2024-03-18,5,405.0,Bus
V0489,España,79,M,Trujillo,La Libertad,2024-08-09,1,1475.0,Avión
V0490,USA,22,F,Machu Picchu,Cusco,2024-11-27,2,1660.0,Avión
V0491,Perú,24,F,Paracas,Ica,2025-04-07,2,275.0,Bus
V0492,Perú,60,F,Lago Titicaca,Puno,2024-04-06,1,743.0,Desconocido
V0493,Perú,68,M,Paracas,Ica,2025-05-14,1,113.0,Desconocido
V0494,México,39,F,Paracas,Ica,2024-02-26,2,443.0,
V0495,México,24,M,Arequipa,Arequipa,2025-08-23,7,464.0,Auto
V0496,Argentina,29,M,Arequipa,Arequipa,2024-08-09,3,1832.0,Auto
V0497,Colombia,39,F,Paracas,Ica,2024-06-02,2,982.0,Auto
V0498,Colombia,75,M,Cusco Ciudad,Cusco,2024-08-23,5,876.0,Tren
V0499,USA,57,F,Trujillo,La Libertad,2025-02-02,4,1725.0,Tren
V0500,Colombia,64,F,Cusco Ciudad,Cusco,2024-04-26,3,1279.0,
V0501,Argentina,30,F,Huaraz,Áncash,2025-06-23,3,1338.0,Bus
V0502,España,79,M,Cusco Ciudad,Cusco,2024-01-12,5,1790.0,Auto
V0503,Brasil,76,M,Trujillo,La Libertad,2024-01-06,2,1557.0,Auto
V0504,España,36,M,Paracas,Ica,2025-02-25,2,1098.0,Bus
V0505,Argentina,59,M,Machu Picchu,Cusco,2024-06-29,1,1494.0,Avión
V0506,USA,78,F,Cusco Ciudad,Cusco,2024-06-26,3,1629.0,NA
V0507,Colombia,35,M,Paracas,Ica,2024-11-13,4,1598.0,Bus
V0508,México,73,F,Cusco Ciudad,Cusco,2024-05-11,3,1342.0,Bus
V0509,Brasil,46,F,Paracas,Ica,2025-03-05,2,2368.0,Tren
V0510,Brasil,49,F,Arequipa,Arequipa,2024-06-08,10,1631.0,Bus
V0511,España,24,F,Paracas,Ica,2025-05-16,4,1244.0,Desconocido
V0512,México,73,F,Machu Picchu,Cusco,2025-03-21,3,1589.0,Bus
V0513,USA,49,F,Huaraz,Áncash,2024-03-18,2,1371.0,Bus
V0514,Argentina,76,M,Arequipa,Arequipa,2025-01-31,10,1389.0,Desconocido
V0515,Brasil,71,M,Arequipa,Arequipa,2025-05-30,10,879.0,Avión
V0516,Argentina,67,M,Trujillo,La Libertad,2025-08-02,3,2192.0,
V0517,Argentina,47,F,Arequipa,Arequipa,2024-02-07,3,1243.0,Desconocido
V0518,USA,38,F,Machu Picchu,Cusco,2025-04-26,2,1821.0,
V0519,Argentina,66,M,Trujillo,La Libertad,2024-02-29,1,1434.0,Bus
V0520,España,42,M,Lago Titicaca,Puno,2024-09-01,1,1493.0,Bus
V0521,Colombia,25,M,Trujillo,La Libertad,2024-07-18,7,2307.0,Desconocido
V0522,España,59,F,Arequipa,Arequipa,2024-08-15,2,1625.0,Bus
V0523,España,32,F,Arequipa,Arequipa,2025-03-23,1,1419.0,Auto
V0524,Brasil,71,M,Cusco Ciudad,Cusco,2025-09-20,2,1175.0,Auto
V0525,USA,37,F,Machu Picchu,Cusco,2024-12-17,2,1140.0,Avión
V0526,Argentina,49,F,Arequipa,Arequipa,2024-04-20,1,1913.0,Bus
V0527,Argentina,40,M,Cusco Ciudad,Cusco,2024-05-17,3,1433.0,Avión
V0528,Perú,62,M,Cusco Ciudad,Cusco,2024-02-26,7,1110.0,Auto
V0529,España,40,M,Trujillo,La Libertad,2024-02-14,3,1004.0,
V0530,México,62,M,Machu Picchu,Cusco,2024-05-05,1,1966.0,Desconocido
V0531,Brasil,22,F,Machu Picchu,Cusco,2024-03-17,1,1375.0,Tren
V0532,España,39,M,Cusco Ciudad,Cusco,2025-01-05,4,1231.0,Bus
V0533,España,37,F,Huaraz,Áncash,2025-09-09,2,1358.0,Bus
V0534,Colombia,19,F,Paracas,Ica,2024-12-16,4,1449.0,Tren
V0535,Brasil,40,M,Arequipa,Arequipa,2025-03-10,2,1174.0,Avión
V0536,Argentina,61,M,Paracas,Ica,2024-04-09,3,1154.0,NA
V0537,Brasil,31,M,Machu Picchu,Cusco,2025-07-30,4,836.0,
V0538,España,32,F,Huaraz,Áncash,2025-01-07,2,1112.0,NA
V0539,Colombia,37,F,Machu Picchu,Cusco,2025-06-22,10,1248.0,Bus
V0540,USA,60,F,Paracas,Ica,2025-07-15,3,1354.0,
V0541,México,43,M,Cusco Ciudad,Cusco,2025-04-25,2,1463.0,Desconocido
V0542,España,17,M,Machu Picchu,Cusco,2024-11-06,7,1129.0,Desconocido
V0543,España,56,F,Huaraz,Áncash,2024-06-05,1,770.0,Avión
V0544,México,71,M,Trujillo,La Libertad,2025-06-12,4,1049.0,Bus
V0545,Chile,66,M,Huaraz,Áncash,2024-08-19,1,1386.0,Desconocido
V0546,Perú,75,F,Arequipa,Arequipa,2025-02-01,1,524.0,Bus
V0547,Argentina,31,M,Paracas,Ica,2024-11-21,3,1252.0,Avión
V0548,Argentina,17,F,Trujillo,La Libertad,2024-01-12,1,913.0,Bus
V0549,Perú,52,F,Machu Picchu,Cusco,2024-10-29,3,1104.0,NA
V0550,España,41,M,Machu Picchu,Cusco,2025-03-15,2,2165.0,Tren
V0551,Colombia,30,M,Lago Titicaca,Puno,2024-11-05,2,1127.0,Auto
V0552,México,27,M,Cusco Ciudad,Cusco,2024-04-04,2,1645.0,Bus
V0553,Colombia,41,M,Huaraz,Áncash,2025-06-22,2,1835.0,Avión
V0554,USA,60,M,Machu Picchu,Cusco,2024-12-09,7,1866.0,Desconocido
V0555,España,34,M,Machu Picchu,Cusco,2024-12-03,2,1057.0,Bus
V0556,USA,42,M,Lago Titicaca,Puno,2025-01-09,7,1590.0,Desconocido
V0557,Perú,57,F,Paracas,Ica,2024-06-30,3,0.0,Desconocido
V0558,Perú,46,M,Arequipa,Arequipa,2025-07-17,3,680.0,
V0559,Chile,52,F,Cusco Ciudad,Cusco,2024-02-18,3,1625.0,
V0560,Chile,74,F,Machu Picchu,Cusco,2025-09-25,2,1739.0,
V0561,Argentina,49,F,Paracas,Ica,2024-07-25,2,398.0,Auto
V0562,Brasil,18,M,Huaraz,Áncash,2025-09-20,3,972.0,
V0563,Argentina,42,F,Lago Titicaca,Puno,2024-01-13,3,1204.0,
V0564,Brasil,48,F,Huaraz,Áncash,2024-01-31,5,894.0,Bus
V0565,México,61,M,Paracas,Ica,2025-08-30,10,1771.0,Avión
V0566,,52,M,Arequipa,Arequipa,2025-03-31,3,872.0,Tren
V0567,Chile,41,M,Machu Picchu,Cusco,2025-04-27,2,1283.0,Tren
V0568,Argentina,75,M,Trujillo,La Libertad,2024-04-21,7,874.0,Avión
V0569,Argentina,22,F,Trujillo,La Libertad,2025-03-22,3,1270.0,Auto
V0570,Colombia,27,F,Huaraz,Áncash,2025-04-02,3,1455.0,Desconocido
V0571,Chile,54,F,Paracas,Ica,2024-11-12,1,814.0,
V0572,Brasil,54,M,Arequipa,Arequipa,2024-01-05,4,1042.0,Auto
V0573,Argentina,36,F,Paracas,Ica,2025-02-11,3,1105.0,NA
V0574,España,42,M,Machu Picchu,Cusco,2024-10-07,1,1983.0,Bus
V0575,Chile,15,F,Arequipa,Arequipa,2024-11-04,4,1709.0,Bus
V0576,Argentina,77,M,Paracas,Ica,2025-08-25,5,1183.0,Bus
V0577,Colombia,25,F,Paracas,Ica,2025-06-26,7,1730.0,Desconocido
V0578,,79,M,Huaraz,Áncash,2025-06-09,7,1348.0,Auto
V0579,Argentina,73,M,Machu Picchu,Cusco,2024-11-12,5,1651.0,Avión
V0580,USA,56,F,Arequipa,Arequipa,2025-01-26,3,1429.0,Desconocido
V0581,Colombia,29,M,Arequipa,Arequipa,2024-11-15,5,1848.0,Bus
V0582,España,48,M,Cusco Ciudad,Cusco,2024-07-13,5,1731.0,Bus
V0583,Argentina,39,F,Cusco Ciudad,Cusco,2024-10-10,1,1053.0,
V0584,España,58,F,Huaraz,Áncash,2025-04-25,2,1424.0,NA
V0585,Brasil,35,F,Arequipa,Arequipa,2024-03-01,2,1650.0,
V0586,USA,51,F,Arequipa,Arequipa,2025-09-26,3,743.0,Tren
V0587,USA,50,F,Huaraz,Áncash,2025-09-04,4,1354.0,Auto
V0588,México,53,F,Machu Picchu,Cusco,2025-06-20,5,1352.0,Desconocido
V0589,Perú,26,M,Trujillo,La Libertad,2025-05-30,1,672.0,Avión
V0590,Perú,52,M,Paracas,Ica,2024-12-15,10,867.0,Auto
V0591,Argentina,52,F,Cusco Ciudad,Cusco,2025-09-04,4,1085.0,Auto
V0592,Chile,69,M,Cusco Ciudad,Cusco,2024-11-02,3,1208.0,Avión
V0593,Chile,46,F,Trujillo,La Libertad,2025-05-10,7,1130.0,Tren
V0594,Brasil,62,M,Cusco Ciudad,Cusco,2024-02-21,1,1929.0,Desconocido
V0595,Colombia,40,F,Huaraz,Áncash,2025-01-19,5,1758.0,Tren
V0596,Argentina,15,F,Arequipa,Arequipa,2024-05-18,3,1626.0,Auto
V0597,Argentina,37,F,Lago Titicaca,Puno,2025-09-22,2,2008.0,Bus
V0598,Argentina,55,F,Arequipa,Arequipa,2024-02-08,2,1434.0,Auto
V0599,Brasil,64,F,Cusco Ciudad,Cusco,2024-03-03,1,928.0,Tren
V0600,Argentina,67,F,Machu Picchu,Cusco,2024-04-08,3,1414.0,Tren
V0601,México,64,F,Huaraz,Áncash,2024-02-25,3,1870.0,Auto
V0602,España,43,M,Lago Titicaca,Puno,2025-04-25,10,1411.0,Avión
V0603,Colombia,27,F,Huaraz,Áncash,2024-11-18,10,1780.0,Avión
V0604,México,46,F,Machu Picchu,Cusco,2024-10-28,3,1451.0,
V0605,Chile,29,F,Paracas,Ica,2024-03-15,2,1375.0,Tren
V0606,México,76,F,Paracas,Ica,2024-11-15,3,1065.0,
V0607,Perú,45,F,Trujillo,La Libertad,2024-12-02,3,1184.0,Tren
V0608,USA,18,F,Paracas,Ica,2024-01-01,7,1043.0,Avión
V0609,Argentina,31,M,Trujillo,La Libertad,2025-08-01,3,1232.0,Auto
V0610,Perú,46,F,Arequipa,Arequipa,2024-12-13,4,634.0,Avión
V0611,USA,39,M,Huaraz,Áncash,2024-04-08,3,1130.0,Auto
V0612,México,53,M,Arequipa,Arequipa,2024-07-04,7,1385.0,Tren
V0613,España,74,F,Huaraz,Áncash,2024-02-01,3,1482.0,Desconocido
V0614,USA,28,M,Trujillo,La Libertad,2024-01-11,2,1451.0,Bus
V0615,Chile,65,M,Cusco Ciudad,Cusco,2025-07-21,1,1938.0,Bus
V0616,Perú,67,M,Arequipa,Arequipa,2025-02-11,1,63.0,
V0617,USA,78,M,Arequipa,Arequipa,2025-02-19,3,1647.0,Desconocido
V0618,Argentina,20,M,Machu Picchu,Cusco,2024-03-07,5,1352.0,Avión
V0619,México,21,F,Trujillo,La Libertad,2025-08-07,7,1356.0,
V0620,Brasil,79,M,Arequipa,Arequipa,2024-08-27,4,2408.0,Auto
V0621,Chile,64,F,Cusco Ciudad,Cusco,2025-05-04,4,1908.0,Auto
V0622,Chile,50,M,Lago Titicaca,Puno,2024-07-30,2,2293.0,Tren
V0623,Argentina,61,F,Paracas,Ica,2025-06-05,3,1615.0,
V0624,Brasil,45,F,Lago Titicaca,Puno,2025-03-02,3,1542.0,
V0625,,26,F,Trujillo,La Libertad,2025-08-13,2,830.0,
V0626,USA,75,F,Huaraz,Áncash,2024-05-12,3,1836.0,Auto
V0627,,25,F,Trujillo,La Libertad,2024-11-19,1,1190.0,
V0628,Brasil,53,F,Arequipa,Arequipa,2024-07-22,3,1628.0,Bus
V0629,Chile,27,M,Trujillo,La Libertad,2025-09-17,1,955.0,Tren
V0630,México,46,M,Trujillo,La Libertad,2024-11-01,1,1303.0,
V0631,Perú,32,M,Lago Titicaca,Puno,2025-10-01,2,1074.0,Tren
V0632,Colombia,64,F,Machu Picchu,Cusco,2025-09-24,4,1385.0,NA
V0633,Brasil,26,M,Huaraz,Áncash,2024-06-02,1,1952.0,Avión
V0634,Perú,39,M,Trujillo,La Libertad,2025-06-30,7,1172.0,Tren
V0635,Colombia,16,M,Trujillo,La Libertad,2024-02-17,2,1392.0,NA
V0636,Chile,55,F,Huaraz,Áncash,2025-05-11,7,584.0,
V0637,USA,36,F,Huaraz,Áncash,2024-09-07,5,889.0,Desconocido
V0638,Argentina,60,M,Machu Picchu,Cusco,2024-02-11,7,1794.0,Tren
V0639,Chile,52,F,Arequipa,Arequipa,2024-04-03,1,1570.0,Auto
V0640,México,77,M,Trujillo,La Libertad,2025-02-14,4,1201.0,Desconocido
V0641,México,23,M,Lago Titicaca,Puno,2025-06-28,2,659.0,
V0642,México,47,F,Paracas,Ica,2024-02-23,2,549.0,Auto
V0643,Chile,50,M,Huaraz,Áncash,2025-04-01,7,1765.0,Desconocido
V0644,México,68,F,Huaraz,Áncash,2025-01-05,2,2023.0,Avión
V0645,Chile,35,M,Cusco Ciudad,Cusco,2024-12-07,7,1122.0,Bus
V0646,Colombia,51,M,Paracas,Ica,2024-05-01,3,1025.0,Bus
V0647,Brasil,66,M,Machu Picchu,Cusco,2024-09-13,5,1704.0,
V0648,Chile,48,M,Arequipa,Arequipa,2024-11-24,1,1250.0,
V0649,Chile,51,F,Machu Picchu,Cusco,2024-06-30,3,1290.0,Tren
V0650,Chile,73,F,Machu Picchu,Cusco,2025-08-04,5,1487.0,Desconocido
V0651,México,65,M,Paracas,Ica,2024-11-08,1,1283.0,Desconocido
V0652,Perú,56,M,Machu Picchu,Cusco,2024-12-31,10,0.0,Auto
V0653,Argentina,50,M,Cusco Ciudad,Cusco,2024-09-07,1,1597.0,Bus
V0654,España,79,M,Huaraz,Áncash,2025-04-11,5,1672.0,
V0655,Argentina,38,F,Machu Picchu,Cusco,2024-04-05,1,1348.0,Auto
V0656,Chile,79,F,Cusco Ciudad,Cusco,2024-10-14,5,1411.0,NA
V0657,Colombia,71,M,Huaraz,Áncash,2024-07-26,3,1446.0,NA
V0658,Colombia,70,M,Huaraz,Áncash,2024-08-28,5,907.0,Bus
V0659,Argentina,66,M,Lago Titicaca,Puno,2025-03-05,5,1334.0,Bus
V0660,Colombia,23,M,Trujillo,La Libertad,2025-07-01,7,908.0,Tren
V0661,USA,26,M,Machu Picchu,Cusco,2024-10-10,5,1429.0,NA
V0662,España,40,M,Cusco Ciudad,Cusco,2024-06-21,5,1727.0,
V0663,USA,39,M,Trujillo,La Libertad,2025-09-08,5,1804.0,Bus
V0664,México,48,F,Cusco Ciudad,Cusco,2025-02-11,2,1509.0,
V0665,Colombia,61,F,Machu Picchu,Cusco,2025-06-04,4,857.0,Avión
V0666,España,58,M,Cusco Ciudad,Cusco,2025-07-31,2,830.0,Bus
V0667,Chile,47,F,Cusco Ciudad,Cusco,2024-09-10,7,1578.0,Bus
V0668,Chile,69,M,Machu Picchu,Cusco,2025-05-07,3,1615.0,Bus
V0669,Brasil,78,F,Arequipa,Arequipa,2024-06-11,5,885.0,Tren
V0670,Brasil,22,F,Huaraz,Áncash,2024-02-24,2,743.0,Tren
V0671,México,34,M,Machu Picchu,Cusco,2025-05-06,2,1066.0,Avión
V0672,Brasil,44,M,Arequipa,Arequipa,2024-05-28,5,937.0,
V0673,USA,64,F,Cusco Ciudad,Cusco,2024-07-22,3,886.0,
